ne_ip,location,type,ssa,phase,ne_name,ne_id,dcc_ip,software_version,hardware_version,pcb_version,last_upload_time,orig_location
10.121.100.53,BEDKUVA,TN705B,GJ_SSA SR,PH3,10.121.100.53_BEDKUVA_TN705B_GJ_SSA SR_PH3,e=20287,10.121.100.53,2.9.1 load2.9.1_p13,B1,2.0,2026-07-11 01:28:58,GUJ_SURAT SSA
10.121.96.69,DAHEJ,TN725B,GJ_SSA BCH,PH3,10.121.96.69_DAHEJ_TN725B_GJ_SSA BCH_PH3,e=20335,10.121.96.69,2.9.1 load2.9.1_p13,B1,2.0,2026-08-30 01:20:31,SSA BHARUCH_PH3
10.121.17.135,Mota Khutawada,TN703B,GJ_SSA BV,PH3,10.121.17.135_Mota Khutawada_TN703B_GJ_SSA BV_PH3,e=45385,10.121.17.135,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-23 01:01:29,
10.121.96.82,Dediapada,TN725B,GJ_SSA BCH,PH3,10.121.96.82_Dediapada_TN725B_GJ_SSA BCH_PH3,e=20797,10.121.96.82,2.9.1 load2.9.1_p13,B1,2.0,2026-08-01 01:20:06,
10.121.96.97,Vorasamni,TN703B,GJ_SSA BCH,PH3,10.121.96.97_Vorasamni_TN703B_GJ_SSA BCH_PH3,e=18016,10.121.96.97,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-10 01:26:37,GUJ_BHARUCH SSA_PH3
10.121.97.223,MADHAVPUR,TN705B,WTR_RJ,PH2,10.121.97.223_MADHAVPUR_TN705B_WTR_RJ_PH2,e=20035,10.121.97.223,2.9.1 load2.9.1_p13,B1,0.0,2026-09-07 01:06:39,GUJ_JUNAGADH SSA
10.121.19.100,LOTUS RESI,TN703B,GJ_SSA RJ,PH2,10.121.19.100_LOTUS RESI_TN703B_GJ_SSA RJ_PH2,e=20372,10.121.19.100,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-05-06 01:19:37,
10.121.24.203,SHREE MANGLAM,TN703B,GJ_SSA BCH,PH2,10.121.24.203_SHREE MANGLAM_TN703B_GJ_SSA BCH_PH2,e=9657,10.121.24.203,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-23 01:08:07,
10.121.16.134,BARODA CITY 2,TN725B,WTR_AM,PH1,10.121.16.134_BARODA CITY 2_TN725B_WTR_AM_PH1,e=582,10.121.16.134,2.9.1 load2.9.1_p13,B1,0.0,2026-07-05 01:28:54,GUJ _AHMD WTR
10.121.24.78,IFFCO EXG,TN703B,GJ_SSA BUJ,PH3,10.121.24.78_IFFCO EXG_TN703B_GJ_SSA BUJ_PH3,e=45409,10.121.24.78,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-12 01:29:51,
10.121.96.165,AIR KUKMA,TN703B,GJ_SSA BUJ,PH3,10.121.96.165_AIR KUKMA_TN703B_GJ_SSA BUJ_PH3,e=45415,10.121.96.165,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-05 01:02:03,
10.121.19.19,RANDHIKPUR,TN703B,GJ_SSA GDH,PH3,10.121.19.19_RANDHIKPUR_TN703B_GJ_SSA GDH_PH3,e=12713,10.121.19.19,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-12 01:30:43,SSA GODHRA
10.121.18.240,RAKHIYAL,TN703B,GJ_SSA AM,PH2,10.121.18.240_RAKHIYAL_TN703B_GJ_SSA AM_PH2,e=26020,10.121.18.240,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-23 01:23:03,
10.121.20.56,Lalwadi,TN703B,GJ_SSA JMN,PH2,10.121.20.56_Lalwadi_TN703B_GJ_SSA JMN_PH2,e=11314,10.121.20.56,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-31 01:04:52,SSA JAMNAGAR_PH3
10.121.26.90,Ghoghmba,TN705B,GJ_SSA GDH,PH1,10.121.26.90_Ghoghmba_TN705B_GJ_SSA GDH_PH1,e=19292,10.121.26.90,2.9.1 load2.9.1_p13,B1,0.0,2026-09-06 01:09:11,
10.121.17.171,DHOLA,TN705B,GJ_SSA BV,PH3,10.121.17.171_DHOLA_TN705B_GJ_SSA BV_PH3,e=21181,10.121.17.171,2.9.1 load2.9.1_p13,B1,2.0,2026-07-10 01:21:14,
10.121.99.205,WTRSURAT,TN705B,GJ_SSA SR,PH3,10.121.99.205_WTRSURAT_TN705B_GJ_SSA SR_PH3,e=17379,10.121.99.205,2.9.1 load2.9.1_p13,B1,0.0,2026-08-21 01:31:42,GUJ-SURAT SSA
10.121.97.212,PORBANDAR,TN725B,GJ_SSA JND,PH3,10.121.97.212_PORBANDAR_TN725B_GJ_SSA JND_PH3,e=20059,10.121.97.212,2.9.1 load2.9.1_p13,B1,2.0,2026-09-09 01:01:20,
10.121.96.7,Chalala 2,TN725B,GJ_SSA AMR,PH3,10.121.96.7_Chalala 2_TN725B_GJ_SSA AMR_PH3,e=16648,10.121.96.7,2.9.1 load2.9.1_p13,B1,2.0,2026-08-27 01:11:22,GUJ_AMRELI SSA_PH3
10.121.16.108,SANJAN,TN705B,GJ_SSA VAL,PH3,10.121.16.108_SANJAN_TN705B_GJ_SSA VAL_PH3,e=21622,10.121.16.108,2.9.1 load2.9.1_p13,B1,2.0,2026-09-06 01:07:12,
10.121.99.132,IPCL,TN705B,GJ_SSA VDR,PH3,10.121.99.132_IPCL_TN705B_GJ_SSA VDR_PH3,e=10540,10.121.99.132,2.9.1 load2.9.1_p13,B1,2.0,2026-06-05 01:22:25,GUJ_VADODRA SSA_PH3
10.121.98.137,Malan,TN705B,GJ_SSA PNP,PH2,10.121.98.137_Malan_TN705B_GJ_SSA PNP_PH2,e=21419,10.121.98.137,2.9.1 load2.9.1_p13,B1,2.0,2026-08-12 01:07:51,
10.121.18.212,KOLWADA,TN703B,GJ_SSA AM,PH3,10.121.18.212_KOLWADA_TN703B_GJ_SSA AM_PH3,e=36482,10.121.18.212,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-03 01:09:53,
10.121.96.43,nagrink bank,TN703B,GJ_SSA AMR,PH2,10.121.96.43_nagrink bank_TN703B_GJ_SSA AMR_PH2,e=4298,10.121.96.43,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-11 01:30:15,GUJ _AMRELI SSA
10.121.100.6,KIMEXCH2,TN703B,GJ_SSA SR,PH3,10.121.100.6_KIMEXCH2_TN703B_GJ_SSA SR_PH3,e=36481,10.121.100.6,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-25 01:09:52,
10.121.17.198,NARANPURA,TN725B,GJ_SSA AM,PH1,10.121.17.198_NARANPURA_TN725B_GJ_SSA AM_PH1,e=6447,10.121.17.198,2.9.1 load2.9.1_p13,B1,0.0,2026-07-15 01:09:00,Guj AHMD SSA
10.121.19.232,ONGC-PLANT-HZR,TN703B,GJ_SSA SR,PH3,10.121.19.232_ONGC-PLANT-HZR_TN703B_GJ_SSA SR_PH3,e=36480,10.121.19.232,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-06-05 01:34:01,
10.121.17.187,Jesar Exch,TN703B,GJ_SSA AMR,PH2,10.121.17.187_Jesar Exch_TN703B_GJ_SSA AMR_PH2,e=16816,10.121.17.187,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-23 01:03:10,GUJ_RAJKOT WTR_PH3
10.121.96.104,SEZ1 OFFICE,TN703B,GJ_SSA BCH,PH3,10.121.96.104_SEZ1 OFFICE_TN703B_GJ_SSA BCH_PH3,e=21805,10.121.96.104,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-03 01:24:04,
10.121.17.181,KHADSALIYA,TN703B,GJ_SSA BV,PH3,10.121.17.181_KHADSALIYA_TN703B_GJ_SSA BV_PH3,e=22465,10.121.17.181,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-24 01:06:55,
10.121.15.145,SANAND,TN725B,WTR_AM,PH1,10.121.15.145_SANAND_TN725B_WTR_AM_PH1,e=13816,10.121.15.145,2.9.1 load2.9.1_p13,B1,0.0,2026-08-23 01:23:56,GUJ_AHM WTR -PH1
10.121.17.45,Hirasar Airport,TN705B,GJ_SSA RJ,PH3,10.121.17.45_Hirasar Airport_TN705B_GJ_SSA RJ_PH3,e=22743,10.121.17.45,2.9.1 load2.9.1_p13,B1,2.0,2026-08-23 01:29:31,
10.121.17.167,JAMBALA,TN703B,GJ_SSA BV,PH3,10.121.17.167_JAMBALA_TN703B_GJ_SSA BV_PH3,e=22951,10.121.17.167,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-23 01:42:23,
10.121.24.201,BRIDGE VIEW BTS,TN703B,GJ_SSA BCH,PH2,10.121.24.201_BRIDGE VIEW BTS_TN703B_GJ_SSA BCH_PH2,e=9414,10.121.24.201,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-12 01:05:37,BHARUCH_SSA _PH3
10.121.19.156,INOX KP PLATINA,TN703B,GJ_SSA VDR,PH2,10.121.19.156_ INOX KP PLATINA_TN703B_GJ_SSA VDR_PH2,e=7010,10.121.19.156,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-17 01:00:07,GUJ _VADODARA  SSA
10.121.17.168,SAGWADIBTS,TN703B,GJ_SSA BV,PH3,10.121.17.168_SAGWADIBTS_TN703B_GJ_SSA BV_PH3,e=22950,10.121.17.168,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-28 01:32:29,
10.121.19.165,Navapura BTS,TN703B,GJ_SSA VDR,PH2,10.121.19.165_Navapura BTS_TN703B_GJ_SSA VDR_PH2,e=7233,10.121.19.165,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-02-24 01:23:24,GUJ _VADODARA  SSA
10.121.15.216,DANTA,TN705B,WTR_AM,PH2,10.121.15.216_DANTA_TN705B_WTR_AM_PH2,e=22713,10.121.15.216,2.9.1 load2.9.1_p13,B1,0.0,2026-09-11 01:31:33,WTR AHEMDABAD_PH3
10.121.24.2,VERAVAL M/W,TN725B,GJ_SSA JND,PH2,10.121.24.2_VERAVAL M/W_TN725B_GJ_SSA JND_PH2,e=22694,10.121.24.2,2.9.1 load2.9.1_p13,B1,0.0,2026-08-27 01:03:23,
10.121.17.176,MAHUVA RSU,TN705B,GJ_SSA BV,PH3,10.121.17.176_MAHUVA RSU_TN705B_GJ_SSA BV_PH3,e=23105,10.121.17.176,2.9.1 load2.9.1_p13,B1,2.0,2026-09-01 01:02:22,
10.121.17.179,GHOGHA,TN705B,GJ_SSA BV,PH3,10.121.17.179_GHOGHA_TN705B_GJ_SSA BV_PH3,e=22441,10.121.17.179,2.9.1 load2.9.1_p13,B1,2.0,2026-08-24 01:05:13,GUJ-BHAVNAGAR SSA
10.121.17.86,Kunvarbet Army,TN703B,GJ_SSA BUJ,PH3,10.121.17.86_Kunvarbet Army_TN703B_GJ_SSA BUJ_PH3,e=45554,10.121.17.86,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-12 01:05:20,
10.121.17.139,Ayavej,TN703B,GJ_SSA BV,PH3,10.121.17.139_Ayavej_TN703B_GJ_SSA BV_PH3,e=45560,10.121.17.139,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-26 01:08:07,
10.121.17.138,BHANDARIYA(PALITANA),TN703B,GJ_SSA BV,PH3,10.121.17.138_BHANDARIYA(PALITANA)_TN703B_GJ_SSA BV_PH3,e=45548,10.121.17.138,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-23 01:06:24,
10.121.97.97,MATHASUR,TN703B,GJ_SSA HMR,PH3,10.121.97.97_MATHASUR_TN703B_GJ_SSA HMR_PH3,e=23615,10.121.97.97,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-21 01:26:18,
10.121.97.82,GOKULNAGAR BTS,TN703B,GJ_SSA HMR,PH3,10.121.97.82_GOKULNAGAR BTS_TN703B_GJ_SSA HMR_PH3,e=42962,10.121.97.82,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-10 01:21:45,
10.121.69.67,SURENDRA NAGAR2,TN725B,WTR_RJ,PH1,10.121.69.67_SURENDRA NAGAR2_TN725B_WTR_RJ_PH1,e=45572,10.121.69.67,2.9.1 load2.9.1_p13,B1,2.0,2026-08-26 01:05:07,
10.121.15.169,DHOLERA ABCD,TN705B,GJ_SSA AM,PH1,10.121.15.169_DHOLERA ABCD_TN705B_GJ_SSA AM _PH1,e=47988,10.121.15.169,2.9.1 load2.9.1_p13,B1,0.0,2026-08-19 01:04:06,
10.121.69.71,DUDAPUR,TN705B,WTR_RJ,PH3,10.121.69.71_DUDAPUR_TN705B_WTR_RJ_PH3,e=33639,10.121.69.71,2.9.1 load2.9.1_p13,B1,0.0,2026-08-19 01:34:50,WTR_RJ_PH2
10.121.96.1,Amreli 3,TN725B,GJ_SSA AMR,PH3,10.121.96.1_Amreli 3_TN725B_GJ_SSA AMR_PH3,e=16224,10.121.96.1,2.9.1 load2.9.1_p13,B1,2.0,2026-08-27 01:22:43,GUJ_RAJKOT WTR_PH3
10.121.17.184,TANSA,TN703B,GJ_SSA BV,PH3,10.121.17.184_TANSA_TN703B_GJ_SSA BV_PH3,e=24085,10.121.17.184,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-26 01:24:53,
10.121.17.140,Kumbhan(Mahuva),TN703B,GJ_SSA BV,PH3,10.121.17.140_Kumbhan(Mahuva)_TN703B_GJ_SSA BV_PH3,e=45590,10.121.17.140,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-23 01:02:36,
10.121.17.154,Trapaj,TN705B,WTR_RJ,PH1,10.121.17.154_Trapaj_TN705B_WTR_RJ_PH1,e=40179,10.121.17.154,2.9.1 load2.9.1_p13,B1,0.0,2026-09-04 01:26:01,
10.121.25.152,Sutharnesadi,TN703B,GJ_SSA PNP,PH2,10.121.25.152_Sutharnesadi_TN703B_GJ_SSA PNP_PH2,e=17564,10.121.25.152,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-06-19 01:21:48,
10.121.17.214,NEWYORK ZTE BTS,TN703B,GJ_SSA AM,PH3,10.121.17.214_NEWYORK ZTE BTS_TN703B_GJ_SSA AM_PH3,e=24450,10.121.17.214,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-06-24 01:24:47,GUJ _AHM SSA
10.121.17.14,MALIYASAN,TN705B,GJ_SSA RJ,PH3,10.121.17.14_MALIYASAN_TN705B_GJ_SSA RJ_PH3,e=48024,10.121.17.14,2.9.1 load2.9.1_p13,B1,2.0,2026-08-11 01:16:01,
10.121.99.166,DASARAH,TN703B,GJ_SSA VDR,PH3,10.121.99.166_DASARAH_TN703B_GJ_SSA VDR_PH3,e=24419,10.121.99.166,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-18 01:01:58,
10.121.96.164,Army,TN703B,GJ_SSA BUJ,PH3,10.121.96.164_Army_TN703B_GJ_SSA BUJ_PH3,e=23872,10.121.96.164,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:30:02,
10.121.16.209,DYNAFLAX HALOL,TN703B,GJ_SSA GDH,PH2,10.121.16.209_DYNAFLAX HALOL_TN703B_GJ_SSA GDH_PH2,e=24663,10.121.16.209,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:01:12,
10.121.16.88,FADVEL,TN703B,GJ_SSA VAL,PH3,10.121.16.88_FADVEL_TN703B_GJ_SSA VAL_PH3,e=40161,10.121.16.88,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-30 01:22:11,
10.121.99.148,SATYAM COMPLEX,TN705B,GJ_SSA VDR,PH3,10.121.99.148_SATYAM COMPLEX_TN705B_GJ_SSA VDR_PH3,e=22236,10.121.99.148,2.9.1 load2.9.1_p13,B1,2.0,2026-04-14 01:26:23,GUJ-VADODRA SSA
10.121.97.207,KESHOD,TN725B,GJ_SSA JND,PH2,10.121.97.207_KESHOD_TN725B_GJ_SSA JND_PH2,e=17765,10.121.97.207,2.9.1 load2.9.1_p13,B1,2.0,2026-09-03 01:10:06,
10.121.26.76,LIMDI B1,TN705B,WTR_AM,PH2,10.121.26.76_LIMDI B1_TN705B_WTR_AM_PH2,e=23621,10.121.26.76,2.9.1 load2.9.1_p13,B1,0.0,2026-09-12 01:33:02,
10.121.100.20,Kudiyana,TN703B,GJ_SSA SR,PH2,10.121.100.20_Kudiyana_TN703B_GJ_SSA SR_PH2,e=43184,10.121.100.20,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-30 01:02:17,
10.121.20.36,SIKKA 2,TN703B,GJ_SSA JMN,PH2,10.121.20.36_SIKKA 2_TN703B_GJ_SSA JMN_PH2,e=21880,10.121.20.36,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-11 01:30:28,
10.121.20.37,GUJRAT GAS,TN703B,GJ_SSA JMN,PH2,10.121.20.37_GUJRAT GAS_TN703B_GJ_SSA JMN_PH2,e=21873,10.121.20.37,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-04 01:28:06,
10.121.68.92,Hamvanchod,TN703B,GJ_SSA VAL,PH3,10.121.68.92_Hamvanchod_TN703B_GJ_SSA VAL_PH3,e=35575,10.121.68.92,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-08-22 01:00:35,GJ_SSA VAL_PH3
10.121.97.153,Dhutarpar,TN703B,GJ_SSA JMN,PH2,10.121.97.153_Dhutarpar_TN703B_GJ_SSA JMN_PH2,e=15900,10.121.97.153,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-11 01:04:07,CG_JAMNAGAR SSA
10.121.96.120,Muler Chokdi BTS,TN703B,GJ_SSA BCH,PH3,10.121.96.120_Muler Chokdi BTS_TN703B_GJ_SSA BCH_PH3,e=36675,10.121.96.120,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-02 01:01:23,GJ_SSA BCH_PH3
10.121.24.150,MANDIR,TN705B,GJ_SSA VAL,PH3,10.121.24.150_MANDIR_TN705B_GJ_SSA VAL_PH3,e=33380,10.121.24.150,2.9.1 load2.9.1_p13,B1,2.0,2026-09-03 01:00:12,
10.121.97.202,INAJ,TN705B,GJ_SSA JND,PH2,10.121.97.202_INAJ_TN705B_GJ_SSA JND_PH2,e=26205,10.121.97.202,2.9.1 load2.9.1_p13,B1,2.0,2026-09-03 01:07:53,
10.121.16.208,CEAT HALOL,TN703B,GJ_SSA GDH,PH3,10.121.16.208_CEAT HALOL_TN703B_GJ_SSA GDH_PH3,e=23852,10.121.16.208,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-16 01:18:15,SSA GODHRA_PH3
10.121.25.101,Patan Exchange,TN703B,GJ_SSA MEH,PH2,10.121.25.101_Patan Exchange_TN703B_GJ_SSA MEH_PH2,e=7776,10.121.25.101,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-23 01:24:40,GUJ _MEHSANA  SSA
10.121.24.17,Choki,TN703B,GJ_SSA JND,PH2,10.121.24.17_Choki_TN703B_GJ_SSA JND_PH2,e=20342,10.121.24.17,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-20 01:24:53,
10.121.68.218,DWARKA2,TN725B,GJ_SSA JMN,PH3,10.121.68.218_DWARKA2_TN725B_GJ_SSA JMN_PH3,e=43142,10.121.68.218,2.9.1 load2.9.1_p13,B1,2.0,2026-09-07 01:06:44,
10.121.68.215,JODIA,TN705B,WTR_RJ,PH3,10.121.68.215_JODIA_TN705B_WTR_RJ_PH3,e=37714,10.121.68.215,2.9.1 load2.9.1_p13,B1,0.0,2026-08-31 01:06:06,
10.121.25.100,LANGHNAJ BTS,TN703B,GJ_SSA MEH,PH2,10.121.25.100_LANGHNAJ BTS_TN703B_GJ_SSA MEH_PH2,e=9274,10.121.25.100,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-11 01:06:10,Gujarat Mehsana SSA
10.121.17.39,Kamlapur,TN703B,GJ_SSA RJ,PH1,10.121.17.39_Kamlapur_TN703B_GJ_SSA RJ_PH1,e=5576,10.121.17.39,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-02 01:30:12,GUJ _GUJRAT CIRCLE SSA
10.121.100.28,KADODARA A1,TN703B,GJ_SSA SR,PH3,10.121.100.28_KADODARA A1_TN703B_GJ_SSA SR_PH3,e=21628,10.121.100.28,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-01 01:18:52,
10.121.100.29,SHIV IND BTS,TN703B,GJ_SSA SR,PH3,10.121.100.29_SHIV IND BTS_TN703B_GJ_SSA SR_PH3,e=21665,10.121.100.29,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-10 01:01:46,GUJ -SURAT SSA
10.121.19.102,GURURAXA BTS,TN703B,GJ_SSA RJ,PH3,10.121.19.102_GURURAXA BTS_TN703B_GJ_SSA RJ_PH3,e=43154,10.121.19.102,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-04-29 01:27:28,
10.121.19.150,CITY ENCLAVE BTS,TN703B,GJ_SSA VDR,PH2,10.121.19.150_CITY ENCLAVE BTS_TN703B_GJ_SSA VDR_PH2,e=6391,10.121.19.150,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-21 01:06:16,GUJ _VADODARA  SSA
10.121.17.31,SHIVRAJGADH,TN703B,GJ_SSA RJ,PH3,10.121.17.31_SHIVRAJGADH_TN703B_GJ_SSA RJ_PH3,e=48241,10.121.17.31,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-21 01:07:47,
10.121.96.83,KEVADIA COLONY,TN705B,GJ_SSA BCH,PH3,10.121.96.83_KEVADIA COLONY_TN705B_GJ_SSA BCH_PH3,e=26699,10.121.96.83,2.9.1 load2.9.1_p13,B1,0.0,2026-09-11 01:06:34,
10.121.17.35,LILAKHA,TN703B,GJ_SSA RJ,PH3,10.121.17.35_LILAKHA_TN703B_GJ_SSA RJ_PH3,e=48265,10.121.17.35,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-30 01:42:48,
10.121.17.36,GOMTA,TN703B,GJ_SSA RJ,PH3,10.121.17.36_GOMTA_TN703B_GJ_SSA RJ_PH3,e=48271,10.121.17.36,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-10 01:15:06,
10.121.17.32,DERDI,TN703B,GJ_SSA RJ,PH3,10.121.17.32_DERDI_TN703B_GJ_SSA RJ_PH3,e=48247,10.121.17.32,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-20 01:09:57,
10.121.17.33,VASAVAD,TN703B,GJ_SSA RJ,PH3,10.121.17.33_VASAVAD_TN703B_GJ_SSA RJ_PH3,e=48253,10.121.17.33,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-09-11 01:07:28,
10.121.17.34,SULTANPUR,TN703B,GJ_SSA RJ,PH3,10.121.17.34_SULTANPUR_TN703B_GJ_SSA RJ_PH3,e=48259,10.121.17.34,2.9.1 Rev.A load2.9.1_p14,B1,2.0,2026-07-30 01:12:12,
10.121.25.102,SIPOR EXCH,TN703B,GJ_SSA MEH,PH2,10.121.25.102_SIPOR EXCH_TN703B_GJ_SSA MEH_PH2,e=9957,10.121.25.102,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-03 01:26:54,
10.121.19.149,SYNDICATE BTS,TN703B,GJ_SSA VDR,PH2,10.121.19.149_SYNDICATE BTS_TN703B_GJ_SSA VDR_PH2,e=6823,10.121.19.149,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-01 01:20:55,GUJ _VADODARA  SSA
10.121.16.211,BASKA,TN705B,GJ_SSA GDH,PH2,10.121.16.211_BASKA_TN705B_GJ_SSA GDH_PH2,e=37732,10.121.16.211,2.9.1 load2.9.1_p13,B1,0.0,2026-08-31 01:03:27,
10.121.96.93,Grasim Chem Vilayat,TN703B,GJ_SSA BCH,PH3,10.121.96.93_Grasim Chem Vilayat_TN703B_GJ_SSA BCH_PH3,e=18012,10.121.96.93,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-25 01:30:57,GUJ_BHARUCH SSA_PH3
10.121.96.74,IKHAR B1,TN705B,GJ_SSA BCH,PH3,10.121.96.74_IKHAR B1_TN705B_GJ_SSA BCH_PH3,e=24853,10.121.96.74,2.9.1 load2.9.1_p13,B1,2.0,2026-09-09 01:05:54,SSA BHARUCH_PH3
10.121.96.17,Jesingpara 1,TN703B,GJ_SSA AMR,PH2,10.121.96.17_Jesingpara 1_TN703B_GJ_SSA AMR_PH2,e=17556,10.121.96.17,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-27 01:22:29,
10.121.25.109,MOTICHANDUR,TN703B,GJ_SSA MEH,PH2,10.121.25.109_MOTICHANDUR_TN703B_GJ_SSA MEH_PH2,e=14900,10.121.25.109,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-28 01:27:07,GUJ-MEHSANA SSA-PH3
10.121.16.207,Volmont,TN703B,GJ_SSA GDH,PH2,10.121.16.207_Volmont_TN703B_GJ_SSA GDH_PH2,e=37738,10.121.16.207,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-30 01:01:43,
10.121.98.130,PALANPUR B2,TN725B,GJ_SSA PNP,PH3,10.121.98.130_PALANPUR B2_TN725B_GJ_SSA PNP_PH3,e=12659,10.121.98.130,2.9.1 load2.9.1_p13,B1,2.0,2026-07-09 01:30:18,GUJ_PALANPUR SSA_PH3
10.121.96.67,PIPALIYA,TN705B,GJ_SSA BCH,PH3,10.121.96.67_PIPALIYA_TN705B_GJ_SSA BCH_PH3,e=24928,10.121.96.67,2.9.1 load2.9.1_p13,B1,2.0,2026-08-11 01:23:08,GUJ SSA _BHARUCH SSA
10.121.16.206,Lisega,TN703B,GJ_SSA GDH,PH2,10.121.16.206_Lisega_TN703B_GJ_SSA GDH_PH2,e=37756,10.121.16.206,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-04-16 01:01:09,
10.121.68.94,UNAI,TN705B,GJ_SSA VAL,PH3,10.121.68.94_UNAI_TN705B_GJ_SSA VAL_PH3,e=27564,10.121.68.94,2.9.1 load2.9.1_p13,B1,2.0,2026-09-01 01:09:04,
10.121.100.34,UKAIADMIN,TN703B,GJ_SSA SR,PH3,10.121.100.34_UKAIADMIN_TN703B_GJ_SSA SR_PH3,e=27949,10.121.100.34,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-08-30 01:02:12,
10.121.100.33,FSG,TN703B,GJ_SSA SR,PH3,10.121.100.33_FSG_TN703B_GJ_SSA SR_PH3,e=27948,10.121.100.33,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-08 01:03:18,
10.121.19.44,ZYDUS COLLEGE,TN703B,GJ_SSA GDH,PH2,10.121.19.44_ZYDUS COLLEGE_TN703B_GJ_SSA GDH_PH2,e=28055,10.121.19.44,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-26 01:20:04,
10.121.68.74,GUNJAN BTS,TN703B,GJ_SSA VAL,PH3,10.121.68.74_GUNJAN BTS_TN703B_GJ_SSA VAL_PH3,e=28208,10.121.68.74,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-07-26 01:15:50,
10.121.98.133,AMIRGADH,TN705B,GJ_SSA PNP,PH3,10.121.98.133_AMIRGADH_TN705B_GJ_SSA PNP_PH3,e=28442,10.121.98.133,2.9.1 load2.9.1_p13,B1,2.0,2026-07-02 01:18:10,
10.121.68.78,GEB BALITHA,TN703B,GJ_SSA VAL,PH3,10.121.68.78_GEB BALITHA_TN703B_GJ_SSA VAL_PH3,e=28212,10.121.68.78,2.9.1 Rev.B load2.9.1_p14,B1,0.0,2026-09-09 01:06:46,
